"strategy","day","seed","dust","cells","data","cores","bioloid_count","can_synth_scout","first_synthesis_day","dispatched","completed","failed","aborted","damage","syntheses","success_rate"
"balanced","1","6101","47","10","95","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","1","6201","44","10","99","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","1","6301","48","10","107","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","1","6401","44","10","109","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","1","6501","51","10","101","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","1","6601","49","10","87","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","1","6701","52","10","111","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","1","6801","42","10","88","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","1","6901","45","10","109","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","1","7001","48","10","101","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","1","7101","53","10","100","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","1","7201","56","10","98","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","1","7301","46","10","94","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","1","7401","48","10","93","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","1","7501","43","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","1","7601","51","10","95","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","1","7701","46","10","102","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","1","7801","51","10","108","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","1","7901","50","10","107","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","1","8001","51","10","93","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","1","8101","46","10","89","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","1","8201","54","10","104","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","1","8301","39","10","102","2","4","true","1","10","10","0","0","44","1","100.00"
"balanced","1","8401","53","10","111","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","1","8501","49","10","97","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","1","8601","47","10","110","2","4","true","1","10","10","0","0","35","1","100.00"
"balanced","1","8701","44","10","89","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","1","8801","47","10","101","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","1","8901","48","10","104","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","1","9001","54","10","103","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","1","9101","56","10","106","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","1","9201","56","10","91","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","1","9301","48","10","91","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","1","9401","46","10","99","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","1","9501","49","10","102","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","1","9601","43","10","94","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","1","9701","46","10","111","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","1","9801","43","10","109","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","1","9901","47","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","1","46","10","89","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","101","49","10","102","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","201","46","10","95","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","301","49","10","93","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","401","53","10","101","2","4","true","1","10","10","0","0","34","1","100.00"
"balanced","10","501","50","10","98","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","10","601","55","10","101","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","701","59","10","108","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","801","55","10","93","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","901","49","10","107","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","1001","51","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","1101","45","10","89","2","4","true","1","10","10","0","0","34","1","100.00"
"balanced","10","1201","48","10","87","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","1301","47","10","103","2","4","true","1","10","10","0","0","35","1","100.00"
"balanced","10","1401","46","10","101","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","10","1501","48","10","102","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","1601","44","10","103","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","1701","48","10","93","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","1801","60","10","100","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","1901","44","10","109","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","2001","46","10","97","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","10","2101","44","10","107","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","2201","60","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","2301","52","10","117","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","2401","50","10","106","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","2501","44","10","88","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","2601","49","10","105","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","2701","45","10","100","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","2801","48","10","75","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","2901","52","10","103","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","10","3001","51","10","89","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","3101","46","10","99","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","10","3201","48","10","113","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","10","3301","50","10","86","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","3401","54","10","97","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","3501","52","10","91","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","3601","46","10","116","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","3701","50","10","94","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","3801","49","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","3901","48","10","106","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","4001","40","10","101","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","4101","50","10","90","2","4","true","1","10","10","0","0","34","1","100.00"
"balanced","10","4201","44","10","105","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","10","4301","48","10","96","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","4401","52","10","88","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","10","4501","43","10","100","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","10","4601","53","10","106","2","4","true","1","10","10","0","0","44","1","100.00"
"balanced","10","4701","46","10","98","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","4801","42","10","93","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","10","4901","48","10","97","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","5001","49","10","85","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","5101","48","10","103","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","5201","51","10","101","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","5301","43","10","91","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","5401","44","10","89","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","5501","46","10","97","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","10","5601","47","10","101","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","10","5701","44","10","110","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","5801","51","10","110","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","10","5901","51","10","87","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","6001","49","10","104","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","6101","47","10","95","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","6201","44","10","99","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","6301","48","10","107","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","6401","44","10","109","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","10","6501","51","10","101","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","10","6601","49","10","87","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","6701","52","10","111","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","6801","42","10","88","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","6901","45","10","109","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","7001","48","10","101","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","7101","53","10","100","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","10","7201","56","10","98","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","10","7301","46","10","94","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","7401","48","10","93","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","7501","43","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","7601","51","10","95","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","7701","46","10","102","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","10","7801","51","10","108","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","7901","50","10","107","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","8001","51","10","93","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","8101","46","10","89","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","10","8201","54","10","104","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","8301","39","10","102","2","4","true","1","10","10","0","0","44","1","100.00"
"balanced","10","8401","53","10","111","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","10","8501","49","10","97","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","8601","47","10","110","2","4","true","1","10","10","0","0","35","1","100.00"
"balanced","10","8701","44","10","89","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","8801","47","10","101","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","8901","48","10","104","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","9001","54","10","103","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","9101","56","10","106","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","10","9201","56","10","91","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","9301","48","10","91","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","9401","46","10","99","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","9501","49","10","102","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","10","9601","43","10","94","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","10","9701","46","10","111","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","10","9801","43","10","109","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","10","9901","47","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","1","46","10","89","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","101","49","10","102","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","201","46","10","95","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","301","49","10","93","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","401","53","10","101","2","4","true","1","10","10","0","0","34","1","100.00"
"balanced","100","501","50","10","98","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","100","601","55","10","101","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","701","59","10","108","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","801","55","10","93","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","901","49","10","107","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","1001","51","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","1101","45","10","89","2","4","true","1","10","10","0","0","34","1","100.00"
"balanced","100","1201","48","10","87","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","1301","47","10","103","2","4","true","1","10","10","0","0","35","1","100.00"
"balanced","100","1401","46","10","101","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","100","1501","48","10","102","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","1601","44","10","103","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","1701","48","10","93","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","1801","60","10","100","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","1901","44","10","109","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","2001","46","10","97","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","100","2101","44","10","107","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","2201","60","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","2301","52","10","117","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","2401","50","10","106","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","2501","44","10","88","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","2601","49","10","105","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","2701","45","10","100","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","2801","48","10","75","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","2901","52","10","103","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","100","3001","51","10","89","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","3101","46","10","99","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","100","3201","48","10","113","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","100","3301","50","10","86","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","3401","54","10","97","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","3501","52","10","91","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","3601","46","10","116","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","3701","50","10","94","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","3801","49","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","3901","48","10","106","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","4001","40","10","101","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","4101","50","10","90","2","4","true","1","10","10","0","0","34","1","100.00"
"balanced","100","4201","44","10","105","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","100","4301","48","10","96","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","4401","52","10","88","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","100","4501","43","10","100","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","100","4601","53","10","106","2","4","true","1","10","10","0","0","44","1","100.00"
"balanced","100","4701","46","10","98","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","4801","42","10","93","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","100","4901","48","10","97","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","5001","49","10","85","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","5101","48","10","103","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","5201","51","10","101","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","5301","43","10","91","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","5401","44","10","89","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","5501","46","10","97","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","100","5601","47","10","101","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","100","5701","44","10","110","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","5801","51","10","110","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","100","5901","51","10","87","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","6001","49","10","104","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","6101","47","10","95","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","6201","44","10","99","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","6301","48","10","107","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","6401","44","10","109","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","100","6501","51","10","101","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","100","6601","49","10","87","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","6701","52","10","111","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","6801","42","10","88","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","6901","45","10","109","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","7001","48","10","101","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","7101","53","10","100","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","100","7201","56","10","98","2","4","true","1","10","10","0","0","43","1","100.00"
"balanced","100","7301","46","10","94","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","7401","48","10","93","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","7501","43","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","7601","51","10","95","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","7701","46","10","102","2","4","true","1","10","10","0","0","42","1","100.00"
"balanced","100","7801","51","10","108","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","7901","50","10","107","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","8001","51","10","93","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","8101","46","10","89","2","4","true","1","10","10","0","0","41","1","100.00"
"balanced","100","8201","54","10","104","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","8301","39","10","102","2","4","true","1","10","10","0","0","44","1","100.00"
"balanced","100","8401","53","10","111","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","100","8501","49","10","97","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","8601","47","10","110","2","4","true","1","10","10","0","0","35","1","100.00"
"balanced","100","8701","44","10","89","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","8801","47","10","101","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","8901","48","10","104","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","9001","54","10","103","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","9101","56","10","106","2","4","true","1","10","10","0","0","36","1","100.00"
"balanced","100","9201","56","10","91","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","9301","48","10","91","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","9401","46","10","99","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","9501","49","10","102","2","4","true","1","10","10","0","0","40","1","100.00"
"balanced","100","9601","43","10","94","2","4","true","1","10","10","0","0","39","1","100.00"
"balanced","100","9701","46","10","111","2","4","true","1","10","10","0","0","37","1","100.00"
"balanced","100","9801","43","10","109","2","4","true","1","10","10","0","0","38","1","100.00"
"balanced","100","9901","47","10","98","2","4","true","1","10","10","0","0","37","1","100.00"
"risky","1","1","40","19","104","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","101","43","20","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","201","46","18","103","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","301","43","20","99","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","401","42","20","103","2","4","true","1","3","2","1","0","1","1","66.67"
"risky","1","501","49","20","98","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","601","45","22","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","701","44","19","107","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","1","801","48","17","103","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","901","48","17","96","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","1","1001","44","18","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","1101","45","17","101","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","1201","51","18","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","1301","43","17","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","1401","48","19","105","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","1501","47","21","106","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","1","1601","42","16","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","1701","42","21","97","2","4","true","1","3","2","1","0","6","1","66.67"
"risky","1","1801","45","21","103","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","1901","44","14","107","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","2001","51","20","103","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","2101","44","17","106","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","2201","49","20","106","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","2301","51","18","98","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","2401","39","16","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","2501","41","21","109","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","2601","44","19","99","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","2701","50","16","106","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","2801","49","21","101","2","4","true","1","3","2","1","0","2","1","66.67"
"risky","1","2901","50","20","103","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","3001","47","18","96","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","3101","44","20","104","2","4","true","1","3","2","1","0","1","1","66.67"
"risky","1","3201","44","20","108","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","3301","45","20","110","3","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","3401","44","18","102","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","3501","45","18","103","2","4","true","1","3","2","1","0","3","1","66.67"
"risky","1","3601","43","16","106","2","4","true","1","3","2","1","0","4","1","66.67"
"risky","1","3701","50","18","100","2","4","true","1","3","2","1","0","5","1","66.67"
"risky","1","3801","46","16","105","2","4","true","1","3","2","1","0","3","1","66.67"
